soil_label,climate_zone,temp_c_mean,rain_mm_year,rel_humidity_pct,ph,organic_carbon_pct,n_kg_ha,p_kg_ha,k_kg_ha,cec_cmol_kg,ec_ds_m,soil_moisture_pct,sand_pct,silt_pct,clay_pct,recommended_crop
Arid_Soil,Arid,24.6,154,21,7.31,0.22,77,28,66,7.3,2.03,13.8,58.5,13.4,28.1,chickpea
Arid_Soil,Arid,27.8,98,15,7.33,0.37,63,15,75,12.4,1.64,16.2,51.8,22.4,25.8,date_palm
Arid_Soil,Arid,38.7,59,32,7.97,0.25,31,26,114,6.8,2.69,8.7,53.4,16.2,30.4,millet
Arid_Soil,Arid,31.2,121,34,7.96,0.17,23,17,139,13.6,1.7,15.9,53.6,22.6,23.8,cactus_fruit
Arid_Soil,Arid,39.1,184,31,7.83,0.6,39,15,162,8.6,3.36,10.7,67.1,7.7,25.2,barley
Arid_Soil,Arid,38.4,86,27,8.11,0.35,80,12,71,9.7,2.48,12.9,78.7,11.8,9.5,chickpea
Arid_Soil,Semi-arid,29.1,276,30,7.34,0.56,21,21,161,7.7,1.24,9.9,44.3,25.1,30.6,barley
Arid_Soil,Arid,23.7,192,37,8.48,0.41,39,15,134,12.9,2.05,15.2,67.5,14.1,18.4,millet
Arid_Soil,Arid,39.9,81,31,7.87,0.58,70,19,169,12.6,2.42,11.1,67.8,12.8,19.4,date_palm
Arid_Soil,Arid,22.6,127,29,7.56,0.12,26,23,155,9.7,1.32,12.5,55.4,31.1,13.5,chickpea
Arid_Soil,Arid,27.0,222,27,8.09,0.25,46,24,62,9.6,2.16,11.5,61.2,15.3,23.5,millet
Arid_Soil,Semi-arid,34.2,504,29,8.18,0.39,49,29,177,6.9,0.99,6.8,60.1,23.0,16.9,millet
Arid_Soil,Arid,25.2,70,21,8.33,0.16,69,10,134,12.7,2.78,8.3,52.5,32.2,15.3,cactus_fruit
Arid_Soil,Arid,34.2,64,44,8.16,0.21,38,8,150,7.4,1.23,16.5,64.9,12.0,23.1,barley
Arid_Soil,Semi-arid,21.1,385,51,7.95,0.49,40,22,154,13.5,1.98,12.1,65.6,24.9,9.5,chickpea
Arid_Soil,Semi-arid,27.6,546,27,7.24,0.38,50,29,172,14.6,3.17,9.4,65.9,21.9,12.2,cactus_fruit
Arid_Soil,Semi-arid,21.8,265,37,8.4,0.27,37,21,144,6.1,1.63,13.4,40.2,37.6,22.2,chickpea
Arid_Soil,Semi-arid,19.3,456,49,7.76,0.37,30,21,180,12.2,1.97,14.6,54.3,30.7,15.0,date_palm
Arid_Soil,Semi-arid,32.4,341,50,7.2,0.47,52,18,173,13.1,3.08,10.8,34.8,19.3,45.9,date_palm
Arid_Soil,Semi-arid,34.6,286,53,7.29,0.38,21,27,142,6.2,0.67,12.1,53.3,25.1,21.6,barley
Arid_Soil,Arid,25.3,64,35,7.27,0.64,24,13,143,14.6,1.51,11.8,69.1,18.8,12.1,date_palm
Arid_Soil,Semi-arid,25.8,349,29,7.92,0.2,77,21,85,12.5,1.17,16.8,46.7,14.0,39.3,chickpea
Arid_Soil,Semi-arid,21.6,516,41,8.11,0.32,30,20,113,7.6,2.79,7.9,54.2,28.3,17.5,chickpea
Arid_Soil,Semi-arid,33.8,307,36,7.27,0.55,33,11,135,13.0,2.15,6.2,36.5,47.9,15.6,barley
Arid_Soil,Semi-arid,20.5,333,26,7.63,0.64,35,26,160,9.3,2.27,12.8,58.6,20.2,21.2,sorghum
Arid_Soil,Semi-arid,26.2,383,40,7.98,0.11,27,27,128,11.9,2.52,12.3,50.7,35.8,13.5,sorghum
Arid_Soil,Arid,25.1,80,20,8.12,0.7,79,28,88,14.2,1.41,13.8,60.0,31.2,8.8,millet
Arid_Soil,Arid,36.2,98,41,7.59,0.57,30,10,152,10.8,2.12,16.2,68.2,12.9,18.9,sorghum
Arid_Soil,Arid,30.2,174,29,7.38,0.34,37,26,109,7.7,2.79,9.9,52.4,28.5,19.1,chickpea
Arid_Soil,Arid,26.4,67,27,8.28,0.61,45,24,63,12.5,2.58,8.8,60.4,19.4,20.2,barley
Arid_Soil,Semi-arid,20.5,378,26,7.24,0.69,54,23,119,9.2,1.4,17.8,54.9,20.4,24.7,barley
Arid_Soil,Semi-arid,31.9,503,26,8.19,0.69,80,13,61,13.3,1.07,13.9,51.8,14.5,33.7,millet
Arid_Soil,Semi-arid,21.4,537,27,7.88,0.15,36,23,142,13.1,3.06,17.8,53.2,15.5,31.3,sorghum
Arid_Soil,Arid,25.6,92,44,7.81,0.21,75,15,61,11.6,3.28,17.8,58.3,18.4,23.3,date_palm
Arid_Soil,Semi-arid,30.2,413,35,7.6,0.18,44,18,126,10.0,2.09,8.6,42.8,32.1,25.1,barley
Arid_Soil,Semi-arid,22.9,407,35,7.58,0.49,78,9,163,12.2,1.11,8.7,49.2,11.8,39.0,sorghum
Arid_Soil,Semi-arid,26.3,546,49,7.38,0.17,40,23,110,13.8,3.16,7.3,54.5,28.8,16.7,date_palm
Arid_Soil,Semi-arid,24.1,556,33,7.42,0.28,80,8,163,11.9,1.01,7.3,50.7,20.9,28.4,barley
Arid_Soil,Arid,30.5,99,37,8.4,0.34,37,16,140,9.6,1.99,12.3,36.1,18.7,45.2,barley
Arid_Soil,Semi-arid,21.0,371,49,7.54,0.47,46,28,113,7.7,1.6,13.1,73.4,12.8,13.8,barley
Arid_Soil,Arid,26.7,171,27,7.64,0.65,54,10,101,8.1,3.24,15.0,54.7,33.2,12.1,sorghum
Arid_Soil,Semi-arid,18.7,405,44,8.42,0.17,76,12,90,9.3,2.0,17.1,60.0,20.8,19.2,chickpea
Arid_Soil,Semi-arid,25.9,345,45,8.0,0.23,52,20,145,11.8,1.75,6.1,61.2,22.6,16.2,cactus_fruit
Arid_Soil,Arid,38.5,167,44,8.42,0.29,63,25,102,12.2,2.02,6.2,69.1,11.8,19.1,cactus_fruit
Arid_Soil,Arid,25.8,59,29,8.34,0.54,28,9,109,11.4,1.87,12.9,66.3,15.4,18.3,millet
Arid_Soil,Semi-arid,27.9,500,33,8.13,0.52,79,17,95,7.6,1.8,15.4,48.5,32.7,18.8,millet
Arid_Soil,Semi-arid,20.2,305,51,7.79,0.26,44,23,111,9.6,1.47,7.7,80.3,11.1,8.6,millet
Arid_Soil,Semi-arid,26.3,471,26,7.59,0.4,27,28,94,13.0,2.52,7.4,74.9,5.8,19.3,sorghum
Arid_Soil,Arid,32.0,94,35,7.74,0.32,36,21,78,11.4,2.35,10.1,78.2,3.7,18.1,barley
Arid_Soil,Semi-arid,30.5,418,32,7.91,0.63,63,26,146,8.6,1.12,16.5,75.3,3.4,21.3,chickpea
Arid_Soil,Semi-arid,34.9,363,49,8.25,0.5,50,21,171,9.7,1.73,7.9,46.4,39.5,14.1,sorghum
Arid_Soil,Semi-arid,29.3,526,33,8.08,0.19,67,16,166,11.7,1.14,16.3,60.3,14.1,25.6,sorghum
Arid_Soil,Arid,26.1,198,22,8.57,0.24,64,29,88,13.7,1.3,10.3,54.1,12.1,33.8,barley
Arid_Soil,Arid,22.6,174,34,7.3,0.29,61,28,171,9.7,1.95,8.5,49.5,34.8,15.7,cactus_fruit
Arid_Soil,Semi-arid,21.4,572,28,7.21,0.61,55,14,145,9.2,2.33,8.7,68.5,16.6,14.9,sorghum
Arid_Soil,Arid,29.9,205,35,8.18,0.34,32,13,134,7.8,2.71,8.4,69.4,12.4,18.2,chickpea
Arid_Soil,Arid,33.4,172,28,7.65,0.46,52,19,63,6.1,3.07,6.6,55.9,13.3,30.8,chickpea
Arid_Soil,Arid,27.7,130,22,8.6,0.24,69,27,176,14.8,1.25,11.1,47.7,25.5,26.8,millet
Arid_Soil,Arid,24.9,110,19,8.49,0.41,29,30,135,9.2,1.4,12.0,53.3,31.9,14.8,chickpea
Arid_Soil,Arid,34.9,85,32,7.78,0.13,72,29,69,13.1,1.81,17.2,70.2,5.7,24.1,millet
Arid_Soil,Arid,36.9,222,32,7.61,0.11,45,28,134,13.4,1.91,8.0,71.5,17.7,10.8,barley
Arid_Soil,Arid,32.8,203,17,7.91,0.47,54,15,72,11.0,2.2,6.5,58.3,29.4,12.3,barley
Arid_Soil,Semi-arid,27.0,269,26,7.52,0.61,46,24,135,11.1,1.53,17.2,55.5,32.8,11.7,chickpea
Arid_Soil,Arid,25.9,63,15,7.65,0.45,38,18,69,14.9,3.32,7.5,39.0,42.6,18.4,chickpea
Arid_Soil,Arid,22.8,85,16,7.47,0.1,38,8,121,10.8,2.51,10.6,70.1,20.6,9.3,chickpea
Arid_Soil,Arid,34.3,74,35,8.43,0.68,60,18,92,12.8,2.17,9.1,53.2,15.2,31.6,cactus_fruit
Arid_Soil,Arid,30.1,99,44,8.48,0.34,41,21,114,9.4,0.71,9.5,42.1,44.6,13.3,barley
Arid_Soil,Semi-arid,21.5,333,49,8.48,0.34,39,17,152,11.6,1.13,7.3,56.6,26.2,17.2,barley
Arid_Soil,Semi-arid,21.6,286,50,7.87,0.14,63,16,91,13.2,2.78,16.5,68.9,13.4,17.7,sorghum
Arid_Soil,Arid,22.9,116,41,8.48,0.39,48,29,139,13.4,3.09,10.6,57.1,35.8,7.1,millet
Arid_Soil,Arid,25.6,72,39,7.98,0.28,73,19,133,9.0,1.9,16.4,47.7,17.2,35.1,millet
Arid_Soil,Semi-arid,31.1,367,25,8.09,0.7,55,14,176,8.5,1.83,9.0,54.1,19.0,26.9,date_palm
Arid_Soil,Arid,33.4,223,16,7.4,0.19,31,29,132,14.3,1.87,10.1,64.4,21.8,13.8,chickpea
Arid_Soil,Arid,27.0,118,16,8.42,0.45,71,14,105,12.5,2.77,14.0,70.6,20.6,8.8,sorghum
Arid_Soil,Semi-arid,24.5,537,44,7.31,0.19,24,26,168,14.0,3.36,11.1,59.1,17.4,23.5,chickpea
Arid_Soil,Arid,26.6,194,21,8.36,0.23,69,24,169,7.7,1.29,15.3,72.9,21.0,6.1,barley
Arid_Soil,Semi-arid,25.4,359,35,8.16,0.12,67,19,142,7.8,1.71,7.8,54.7,30.6,14.7,millet
Arid_Soil,Semi-arid,21.4,505,39,7.24,0.68,47,11,65,9.5,2.02,15.4,39.6,27.3,33.1,date_palm
Arid_Soil,Arid,33.8,135,37,7.33,0.6,41,18,84,14.5,1.05,7.5,42.9,36.5,20.6,barley
Arid_Soil,Semi-arid,18.1,451,47,7.44,0.66,57,20,81,11.8,1.16,6.8,61.1,21.2,17.7,chickpea
Arid_Soil,Semi-arid,19.7,471,27,8.52,0.22,30,28,142,7.2,1.21,11.4,70.6,13.9,15.5,chickpea
Arid_Soil,Semi-arid,25.4,511,34,8.13,0.24,71,15,115,8.3,3.4,9.7,54.5,16.2,29.3,millet
Arid_Soil,Semi-arid,25.2,525,43,7.34,0.42,72,10,116,8.9,0.92,17.8,77.8,4.5,17.7,chickpea
Arid_Soil,Semi-arid,23.5,319,54,8.33,0.31,49,27,158,9.1,3.03,15.0,52.1,24.1,23.8,barley
Arid_Soil,Semi-arid,23.2,590,44,8.14,0.37,51,28,94,6.6,1.62,8.1,39.7,15.9,44.4,sorghum
Arid_Soil,Arid,25.1,237,22,8.13,0.19,64,12,128,7.3,0.65,12.0,64.5,7.0,28.5,date_palm
Arid_Soil,Arid,27.8,193,37,8.53,0.44,73,9,95,10.4,2.38,11.1,53.6,14.2,32.2,sorghum
Arid_Soil,Semi-arid,27.6,274,52,8.47,0.43,46,20,68,11.4,1.84,14.5,46.1,27.8,26.1,sorghum
Arid_Soil,Semi-arid,19.2,405,34,8.1,0.47,23,29,61,11.5,2.73,15.2,70.3,7.9,21.8,barley
Arid_Soil,Semi-arid,30.8,267,42,7.75,0.58,58,26,66,11.6,1.26,13.0,53.6,23.9,22.5,sorghum
Arid_Soil,Semi-arid,34.4,530,29,8.25,0.35,42,20,61,10.8,0.98,8.5,65.0,10.7,24.3,date_palm
Arid_Soil,Arid,31.3,231,20,8.01,0.55,43,16,161,9.4,1.1,13.0,52.8,20.5,26.7,barley
Arid_Soil,Semi-arid,33.4,512,34,7.37,0.64,72,23,163,6.5,2.99,7.2,64.3,6.3,29.4,chickpea
Arid_Soil,Semi-arid,27.9,594,46,7.35,0.22,51,27,87,6.9,0.89,15.2,48.4,26.2,25.4,sorghum
Arid_Soil,Semi-arid,23.0,560,45,8.45,0.19,80,19,175,11.5,2.54,17.0,65.9,20.9,13.2,barley
Arid_Soil,Arid,39.4,243,16,7.74,0.56,40,25,83,11.5,1.01,11.9,51.2,23.4,25.4,millet
Arid_Soil,Semi-arid,29.1,373,47,8.32,0.63,25,27,89,10.7,1.25,6.5,68.3,27.9,3.8,barley
Arid_Soil,Arid,35.3,226,39,8.34,0.38,66,26,74,7.2,0.93,15.3,60.9,21.1,18.0,chickpea
Arid_Soil,Semi-arid,27.2,504,46,8.36,0.14,62,15,151,10.6,0.82,14.1,54.8,35.8,9.4,barley
Arid_Soil,Arid,35.0,85,26,7.42,0.51,64,13,101,13.1,2.55,9.6,57.8,17.5,24.7,millet
Arid_Soil,Arid,28.0,104,32,7.85,0.63,52,24,173,8.0,0.89,15.4,60.2,22.3,17.5,barley
Arid_Soil,Arid,26.5,170,16,8.1,0.54,80,23,130,13.4,2.68,7.5,38.6,28.2,33.2,sorghum
Arid_Soil,Semi-arid,30.8,348,34,7.51,0.57,40,24,176,10.4,0.72,9.1,66.2,17.7,16.1,barley
Arid_Soil,Semi-arid,20.1,544,41,7.29,0.6,52,8,145,13.2,1.95,16.6,41.4,43.4,15.2,barley
Arid_Soil,Semi-arid,28.7,529,48,8.42,0.28,28,20,116,6.1,2.77,9.6,74.6,12.2,13.2,sorghum
Arid_Soil,Semi-arid,22.5,344,42,7.54,0.34,58,23,176,12.2,2.32,7.8,43.5,35.0,21.5,sorghum
Arid_Soil,Semi-arid,26.2,266,38,8.1,0.43,70,9,69,12.0,1.5,6.2,78.7,10.2,11.1,sorghum
Arid_Soil,Arid,28.9,59,31,8.59,0.68,61,13,142,9.1,1.06,14.0,54.4,28.7,16.9,sorghum
Arid_Soil,Arid,30.7,72,36,8.55,0.64,66,30,129,9.4,2.28,15.8,64.7,8.0,27.3,millet
Arid_Soil,Semi-arid,33.4,516,46,7.21,0.48,52,10,146,7.4,2.99,14.9,54.1,27.4,18.5,sorghum
Arid_Soil,Semi-arid,34.6,311,36,7.84,0.17,23,14,62,14.9,3.14,16.9,66.4,19.4,14.2,cactus_fruit
Arid_Soil,Arid,29.1,69,23,7.9,0.36,29,20,66,8.0,0.68,6.5,58.5,24.6,16.9,sorghum
Arid_Soil,Semi-arid,33.7,420,32,7.6,0.18,71,15,171,6.5,0.64,8.2,53.0,14.3,32.7,millet
Arid_Soil,Arid,23.5,69,39,7.89,0.24,71,16,64,6.6,0.94,13.4,58.3,21.6,20.1,chickpea
Arid_Soil,Arid,37.0,136,44,8.57,0.18,64,8,104,11.4,0.85,10.6,59.4,21.6,19.0,sorghum
Arid_Soil,Arid,28.6,187,25,7.29,0.29,51,13,177,10.8,0.94,9.4,53.7,29.0,17.3,barley
Arid_Soil,Arid,25.4,81,18,8.1,0.47,20,23,138,13.0,1.55,17.0,39.3,31.7,29.0,chickpea
Arid_Soil,Semi-arid,18.1,576,46,7.99,0.3,32,21,93,11.9,2.35,11.5,78.8,18.0,3.2,millet
Arid_Soil,Arid,28.5,124,28,7.25,0.42,74,16,158,11.9,1.18,14.7,60.9,24.7,14.4,barley
Arid_Soil,Semi-arid,25.5,526,29,7.84,0.69,23,19,111,11.0,1.14,7.8,52.9,21.6,25.5,barley
Arid_Soil,Semi-arid,22.5,304,41,8.17,0.22,50,20,112,10.0,1.23,12.8,66.3,30.0,3.7,millet
Arid_Soil,Arid,36.7,95,26,7.31,0.35,70,23,70,11.1,2.46,8.1,72.2,9.6,18.2,sorghum
Arid_Soil,Semi-arid,21.7,400,36,8.48,0.65,71,30,138,7.0,2.0,8.9,50.8,38.5,10.7,millet
Black_Soil,Subtropical,12.6,1015,49,7.77,0.84,87,19,298,29.2,1.25,28.0,25.3,12.3,62.4,sorghum
Black_Soil,Subtropical,18.7,1402,69,8.21,2.34,153,54,448,27.6,1.47,28.9,36.8,21.4,41.8,groundnut
Black_Soil,Semi-arid,30.5,547,35,7.92,1.07,112,50,210,28.1,1.31,24.1,18.1,20.9,61.0,cotton
Black_Soil,Subtropical,15.7,1362,63,7.52,1.22,176,35,309,44.2,1.01,23.5,3.7,36.3,60.0,wheat
Black_Soil,Monsoon,26.3,1269,77,8.24,2.04,130,36,385,40.5,1.67,28.2,25.6,19.3,55.1,cotton
Black_Soil,Subtropical,29.4,923,57,7.27,1.74,149,22,376,42.6,0.28,31.6,22.9,21.6,55.5,cotton
Black_Soil,Monsoon,29.2,1879,61,8.14,1.27,94,22,430,29.0,0.42,26.0,23.2,25.5,51.3,groundnut
Black_Soil,Semi-arid,21.7,251,41,7.25,2.03,178,42,441,29.2,1.24,19.4,32.6,26.6,40.8,soybean
Black_Soil,Semi-arid,30.4,369,41,7.87,2.13,106,21,429,27.3,0.83,23.5,3.7,56.5,39.8,sorghum
Black_Soil,Monsoon,32.0,1648,72,8.18,2.22,82,48,404,29.5,0.44,27.0,14.4,40.0,45.6,soybean
Black_Soil,Semi-arid,26.5,503,40,7.93,1.18,96,46,283,30.3,1.09,29.7,34.9,20.1,45.0,sunflower
Black_Soil,Monsoon,23.5,1352,82,7.6,2.28,152,48,384,44.5,1.62,20.1,11.1,26.0,62.9,groundnut
Black_Soil,Subtropical,20.8,1025,55,7.76,2.36,86,30,266,42.5,1.44,16.7,33.4,17.9,48.7,groundnut
Black_Soil,Semi-arid,26.5,506,45,7.27,1.32,138,20,443,34.0,0.27,19.5,25.9,29.4,44.7,cotton
Black_Soil,Subtropical,21.0,754,45,7.76,1.66,173,46,268,29.9,1.68,24.3,19.7,21.2,59.1,groundnut
Black_Soil,Monsoon,21.1,1108,68,8.11,1.05,170,40,419,29.6,0.92,21.6,26.2,20.7,53.1,groundnut
Black_Soil,Subtropical,22.6,1181,64,7.56,1.86,100,34,435,44.4,1.74,29.1,44.9,31.5,23.6,soybean
Black_Soil,Semi-arid,22.6,493,38,8.04,2.5,156,47,287,29.9,0.63,17.5,17.4,26.3,56.3,cotton
Black_Soil,Subtropical,14.2,609,69,7.33,1.67,96,22,245,27.5,0.86,29.6,24.6,17.9,57.5,sorghum
Black_Soil,Semi-arid,28.5,321,46,7.88,0.9,179,41,421,36.6,1.47,20.2,32.8,19.7,47.5,groundnut
Black_Soil,Monsoon,21.4,994,56,8.19,1.33,154,43,345,38.4,1.04,24.3,31.5,12.4,56.1,cotton
Black_Soil,Monsoon,23.6,1830,83,7.62,1.13,179,51,412,32.4,0.71,24.2,16.7,17.0,66.3,wheat
Black_Soil,Semi-arid,28.7,539,32,7.46,2.4,161,51,288,34.5,0.92,16.9,28.0,9.4,62.6,sunflower
Black_Soil,Subtropical,24.5,1481,45,7.6,1.64,136,34,241,35.6,1.17,18.5,18.3,46.8,34.9,wheat
Black_Soil,Monsoon,26.3,1412,68,7.54,1.02,112,34,207,25.7,0.64,28.0,23.2,35.7,41.1,wheat
Black_Soil,Semi-arid,32.3,366,43,7.47,0.9,119,46,202,26.9,0.36,25.8,20.5,15.5,64.0,groundnut
Black_Soil,Subtropical,28.0,1397,57,7.32,0.87,106,40,349,38.6,0.71,26.3,16.1,37.8,46.1,sorghum
Black_Soil,Semi-arid,24.9,388,41,7.46,2.03,171,28,295,32.7,1.19,17.0,10.0,9.9,80.1,soybean
Black_Soil,Subtropical,23.6,1169,62,8.0,1.12,91,39,438,33.1,1.26,23.9,20.4,31.1,48.5,sunflower
Black_Soil,Subtropical,18.8,695,60,7.25,1.88,95,40,247,27.5,1.75,26.5,39.7,22.7,37.6,cotton
Black_Soil,Subtropical,21.9,1157,50,8.27,1.48,172,24,265,37.7,1.77,30.3,38.3,15.0,46.7,wheat
Black_Soil,Semi-arid,35.9,380,46,7.53,1.04,85,18,284,29.7,0.72,19.4,15.8,22.0,62.2,wheat
Black_Soil,Semi-arid,29.7,447,45,7.74,1.54,92,31,235,35.0,0.24,21.3,22.2,25.7,52.1,sunflower
Black_Soil,Monsoon,23.7,1691,77,7.81,1.35,102,55,216,29.2,0.45,18.0,12.1,31.7,56.2,cotton
Black_Soil,Semi-arid,32.7,511,49,8.28,1.43,124,46,259,38.3,1.38,28.0,14.3,23.2,62.5,soybean
Black_Soil,Monsoon,24.7,1120,64,8.19,1.33,140,19,444,29.8,1.36,25.2,9.0,31.3,59.7,sunflower
Black_Soil,Semi-arid,27.9,459,36,8.01,2.03,173,45,445,42.8,1.15,31.5,44.0,13.8,42.2,groundnut
Black_Soil,Monsoon,22.5,1649,69,7.12,1.76,152,26,334,28.5,1.16,25.1,14.8,17.0,68.2,cotton
Black_Soil,Subtropical,26.1,1472,79,7.36,2.1,180,30,446,37.0,0.29,16.1,11.9,14.1,74.0,sunflower
Black_Soil,Semi-arid,33.5,510,47,8.17,1.82,143,25,332,42.8,0.93,29.0,18.7,28.0,53.3,soybean
Black_Soil,Monsoon,25.3,935,56,7.72,2.48,131,55,402,34.7,0.36,24.4,15.5,11.0,73.5,cotton
Black_Soil,Subtropical,24.5,692,70,8.15,2.38,114,22,365,28.9,0.34,19.7,22.2,21.3,56.5,sunflower
Black_Soil,Semi-arid,25.7,294,36,8.11,1.04,175,40,277,28.4,0.22,20.4,10.5,15.3,74.2,groundnut
Black_Soil,Subtropical,18.1,1077,72,7.6,1.19,121,35,449,27.3,1.73,28.9,13.6,51.8,34.6,sunflower
Black_Soil,Semi-arid,26.6,451,50,8.0,1.95,83,28,355,31.7,0.58,16.2,17.9,27.8,54.3,wheat
Black_Soil,Semi-arid,20.7,585,43,7.88,1.7,128,47,402,42.9,0.81,27.0,9.4,34.3,56.3,cotton
Black_Soil,Subtropical,21.2,1366,52,7.59,1.93,174,22,447,31.2,1.28,18.2,18.3,39.2,42.5,sorghum
Black_Soil,Semi-arid,24.1,517,47,7.78,1.75,122,21,384,45.0,1.13,28.9,20.0,9.8,70.2,sorghum
Black_Soil,Monsoon,33.0,1443,80,7.26,1.71,126,18,244,35.9,1.38,26.4,8.7,25.4,65.9,soybean
Black_Soil,Semi-arid,24.4,274,37,7.34,1.35,130,29,240,38.2,1.04,20.3,11.9,34.5,53.6,sorghum
Black_Soil,Monsoon,24.8,907,89,7.79,1.48,141,38,211,28.5,1.2,24.2,20.7,32.3,47.0,sunflower
Black_Soil,Monsoon,23.0,1158,73,7.18,1.92,84,44,226,25.5,0.71,19.1,18.3,35.1,46.6,sorghum
Black_Soil,Monsoon,26.7,2000,75,7.38,2.0,147,49,207,44.7,1.61,19.2,26.2,10.5,63.3,soybean
Black_Soil,Subtropical,30.2,1241,42,8.15,2.21,127,53,337,25.4,1.1,16.9,8.1,18.1,73.8,sunflower
Black_Soil,Monsoon,30.6,1410,78,7.8,2.06,96,45,212,28.2,0.41,30.9,13.1,47.4,39.5,sorghum
Black_Soil,Monsoon,29.0,2179,79,7.1,2.34,88,33,361,34.1,1.26,30.1,15.7,26.8,57.5,soybean
Black_Soil,Monsoon,25.6,1703,66,7.22,2.28,82,54,205,31.5,0.28,16.6,19.7,22.5,57.8,wheat
Black_Soil,Semi-arid,33.9,376,45,7.51,2.33,126,25,361,34.8,0.41,30.4,18.0,18.8,63.2,cotton
Black_Soil,Subtropical,14.6,633,46,8.24,1.78,91,36,423,39.2,0.43,20.4,27.4,20.7,51.9,soybean
Black_Soil,Monsoon,32.8,2103,65,8.09,1.71,118,20,406,36.0,0.43,17.3,21.1,16.0,62.9,cotton
Black_Soil,Monsoon,27.7,1067,56,7.29,1.24,100,18,233,39.8,1.57,30.4,18.7,20.2,61.1,sunflower
Black_Soil,Subtropical,23.5,1130,48,7.99,2.05,101,45,223,36.9,1.25,29.4,32.7,23.6,43.7,groundnut
Black_Soil,Semi-arid,21.4,597,30,7.78,2.38,174,49,344,39.3,0.41,16.2,25.2,21.7,53.1,sorghum
Black_Soil,Subtropical,13.0,1188,66,7.48,1.6,145,30,322,29.8,0.7,22.7,11.3,46.9,41.8,soybean
Black_Soil,Monsoon,20.5,2078,88,7.0,1.16,80,24,434,37.0,0.48,29.0,28.0,23.5,48.5,groundnut
Black_Soil,Monsoon,32.8,1615,82,7.38,2.14,158,33,266,25.4,0.46,16.3,9.8,29.0,61.2,groundnut
Black_Soil,Subtropical,26.6,769,58,7.69,2.05,116,54,369,37.4,1.13,25.7,18.8,32.8,48.4,soybean
Black_Soil,Semi-arid,19.1,373,39,7.22,1.12,165,22,257,40.6,1.43,22.1,17.3,25.2,57.5,cotton
Black_Soil,Monsoon,21.8,1249,88,7.5,1.9,105,55,319,31.1,1.05,16.9,14.2,33.0,52.8,sorghum
Black_Soil,Semi-arid,23.8,549,52,8.19,1.3,135,22,230,33.8,0.67,30.1,30.2,34.6,35.2,sorghum
Black_Soil,Subtropical,31.6,1412,41,7.02,1.42,94,27,371,28.2,1.47,24.9,7.0,64.1,28.9,sunflower
Black_Soil,Semi-arid,29.1,561,34,7.91,1.49,165,33,350,45.0,1.78,24.2,18.1,28.9,53.0,wheat
Black_Soil,Semi-arid,30.0,395,37,8.05,1.3,131,44,245,41.9,0.71,27.9,39.9,21.3,38.8,cotton
Black_Soil,Semi-arid,30.6,560,42,7.15,0.8,153,44,324,44.0,1.12,22.0,13.7,26.0,60.3,cotton
Black_Soil,Monsoon,29.8,1966,63,7.69,0.87,128,26,251,40.9,1.44,18.3,24.4,24.8,50.8,cotton
Black_Soil,Subtropical,24.7,1061,80,7.23,2.39,156,41,300,34.4,1.05,20.2,3.7,43.0,53.3,sorghum
Black_Soil,Subtropical,21.9,1206,55,7.48,0.85,88,34,328,29.5,0.6,25.3,8.9,26.9,64.2,groundnut
Black_Soil,Subtropical,22.2,763,59,7.48,1.93,121,18,309,40.6,0.88,19.8,27.0,12.8,60.2,sorghum
Black_Soil,Semi-arid,25.2,550,37,7.15,1.25,173,40,291,38.1,0.9,21.4,28.2,23.9,47.9,soybean
Black_Soil,Semi-arid,32.7,569,49,7.76,1.72,95,50,361,30.8,1.5,29.7,17.4,55.5,27.1,soybean
Black_Soil,Monsoon,24.9,2125,64,7.37,1.88,109,18,410,32.5,1.76,27.1,13.0,8.3,78.7,sunflower
Black_Soil,Subtropical,26.1,1287,52,7.66,1.18,153,27,295,44.3,1.31,29.5,22.5,32.0,45.5,sorghum
Black_Soil,Subtropical,29.5,942,51,7.25,2.17,168,31,374,29.5,1.3,28.5,21.6,18.1,60.3,sorghum
Black_Soil,Semi-arid,28.0,481,54,7.59,1.9,128,41,345,31.4,0.6,31.8,18.9,12.1,69.0,groundnut
Black_Soil,Subtropical,24.1,904,50,7.93,2.06,111,30,431,30.4,0.31,25.6,18.9,36.4,44.7,sunflower
Black_Soil,Monsoon,26.8,1240,83,7.26,1.21,168,46,411,39.8,1.18,16.6,14.8,14.8,70.4,wheat
Black_Soil,Monsoon,21.2,1605,59,7.84,2.12,83,54,333,30.5,0.25,21.3,17.9,24.6,57.5,sorghum
Black_Soil,Semi-arid,19.9,302,37,7.85,1.79,175,24,218,44.2,0.69,21.7,13.4,41.8,44.8,soybean
Black_Soil,Subtropical,31.7,727,56,8.14,2.33,159,55,380,26.0,1.69,22.9,14.5,20.7,64.8,soybean
Black_Soil,Monsoon,29.7,1285,75,7.09,1.09,169,27,356,31.1,0.54,19.7,19.5,23.8,56.7,sunflower
Black_Soil,Semi-arid,34.3,479,43,8.15,0.9,140,49,404,32.2,0.61,17.7,26.9,21.5,51.6,sunflower
Black_Soil,Monsoon,21.2,956,77,7.2,1.69,148,45,203,40.6,1.64,29.4,23.1,19.8,57.1,sunflower
Black_Soil,Monsoon,33.2,2131,78,8.11,1.75,162,53,267,42.3,0.29,21.4,25.8,22.0,52.2,groundnut
